,filename,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
3129,gnarrowhmath_proof.lean,76.14805,91.78578,17.8837,1.95652,55.05945,0.0,8.82015
3330,gicmphandhlowbithmask_proof.lean,117.90275,134.496079,53.301639,0.0,59.74037,1.06833,8.81751
5530,gadd2_proof.lean,103.29901,316.755538,34.64854,0.0,267.840649,2.82821,8.811529
147,gset_proof.lean,123.88908,121.457759,39.655509,0.0,60.55364,3.37338,8.80678
5990,gcomparehsigns_proof.lean,126.02045,111.15209,35.26507,0.0,55.71183,0.0,8.79354
6254,gunsigned_saturated_sub_proof.lean,105.102389,113.80814,35.24409,0.0,58.77498,1.03799,8.79259
3536,gsminhicmp_proof.lean,107.45699,167.183209,42.8679,0.0,105.051939,0.0,8.79137
108,gicmphulthofhnothofhshlhalloneshbyhbitshandhvalhtohicmphnehofhlshrhvalhbyhbitshandh0_proof.lean,105.7867,110.79503,38.72391,0.0,55.69457,3.067,8.78338
4412,gcanonicalizehshlhlshrhtohmasking_proof.lean,98.994,111.58045,42.34216,0.0,54.81672,0.0,8.78239
831,gicmphofhorhx_proof.lean,87.346009,96.28547,23.50057,0.0,55.73478,0.0,8.78181
1270,gicmphshlhnsw_proof.lean,113.589609,138.18294,59.48609,0.0,57.67633,0.0,8.77266
5851,gbithchecks_proof.lean,110.099999,270.163829,40.39138,0.0,208.005879,1.05491,8.762
3522,gsminhicmp_proof.lean,115.26635,135.974529,52.012159,0.0,55.199389,0.0,8.7612
935,gicmphandhshift_proof.lean,99.12328,111.176009,36.7709,0.0,54.916739,1.57419,8.75217
774,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,136.53266,147.051349,65.889699,0.0,56.09614,1.23172,8.75008
6341,gcanonicalizehlowhbithmaskhv2handhicmphnehtohicmphugt_proof.lean,108.232629,159.974769,72.95306,0.0,60.79329,0.0,8.748389
1134,gicmphmul_proof.lean,79.10417,93.86022,16.75663,4.37584,58.12396,0.0,8.74792
3093,geqhofhparts_proof.lean,130.24286,140.49646,59.84952,0.0,55.08013,0.0,8.74638
770,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,136.162049,147.46673,66.56749,0.0,55.96357,0.0,8.74271
4180,gtruncatinghsaturate_proof.lean,138.942429,147.490959,67.90908,0.0,55.383909,0.0,8.7416
3266,gbinophofhdisplacedhshifts_proof.lean,119.29058,121.167219,49.76954,0.0,56.66637,2.25162,8.7312
1989,gminmaxhfold_proof.lean,133.38592,147.373219,63.1849,0.0,57.561649,1.05784,8.72907
804,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,137.382319,147.95892,66.33274,0.0,56.72042,1.26381,8.72502
937,gicmphandhshift_proof.lean,100.93892,113.741029,37.95279,1.12375,55.197669,1.27661,8.72027
3037,gicmphshlhnuw_proof.lean,104.2037,114.232059,37.861729,0.0,54.92275,2.42881,8.70813
3260,gbinophofhdisplacedhshifts_proof.lean,102.376319,115.28049,43.23391,0.0,58.16348,1.55877,8.70711
1089,gandhorhimpliedhcondhnot_proof.lean,123.49753,141.724789,62.068879,0.0,56.37434,0.0,8.70612
6467,gtrunc_proof.lean,76.59729,141.042699,18.40159,1.05623,107.383869,2.01395,8.70451
759,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,137.668189,247.054259,66.74113,0.0,155.855699,0.0,8.70351
811,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,136.853659,146.85607,66.27508,0.0,56.28171,0.0,8.70132
2011,gicmphxorhsignbit_proof.lean,114.81886,116.509269,39.006559,0.0,56.99008,0.0,8.701189
4361,gbinophselecthcasthofhselecthcond_proof.lean,86.767949,101.63091,29.332799,0.0,56.001731,2.97796,8.69099
6122,gselecthobohpeohops_proof.lean,116.125829,127.985049,53.76566,2.09346,57.030389,0.0,8.690971
3586,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,132.31723,141.800539,61.563569,0.0,55.20886,0.0,8.68907
6271,g2004h09h28hBadShiftAndSetCC_proof.lean,101.55593,114.175839,36.85165,0.0,57.564069,0.0,8.68818
4059,gand_proof.lean,98.02965,137.894209,52.97248,0.0,57.455639,1.18699,8.67812
4399,gunsignedhsubhoverflowhcheck_proof.lean,98.65254,128.913099,45.44431,0.0,57.118449,2.47101,8.66836
2421,gicmphexthext_proof.lean,110.516749,109.31286,33.46837,0.0,56.17115,0.0,8.66742
2303,gmaxhofhnots_proof.lean,128.31752,142.06495,67.77163,0.0,56.28636,0.0,8.66655
4488,gicmphlogical_proof.lean,102.12269,128.99855,48.37344,0.0,55.90552,0.0,8.66089
1340,gaddsubhconstanthfolding_proof.lean,95.724479,93.4459,22.53235,0.0,54.90029,4.86276,8.65442
756,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,136.327,296.173978,66.326729,0.0,205.745629,0.0,8.65335
4334,gbinophandhshifts_proof.lean,75.55733,190.957809,18.29452,0.0,155.941089,5.74393,8.65222
3430,gicmphtrunc_proof.lean,112.845479,100.6217,25.34299,0.0,56.70523,0.0,8.64994
3581,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,136.66106,165.392991,81.637081,0.0,58.29498,0.0,8.64535
1154,gicmphmul_proof.lean,104.492129,117.97765,39.32095,0.0,57.74517,1.82077,8.64343
5944,grem_proof.lean,102.88312,116.395999,40.896149,4.84012,60.57034,0.0,8.63538
3861,gicmphshr_proof.lean,89.657379,102.491969,27.118039,1.28715,55.90136,1.43328,8.62789
4305,gsignext_proof.lean,70.89364,235.468489,16.11254,0.0,204.275809,2.14587,8.62231
1297,gshlhandhnegChicmpeqhzero_proof.lean,99.55484,113.49888,37.11304,0.0,56.138,0.0,8.62042
2004,gicmphxorhsignbit_proof.lean,113.158699,129.283479,50.36354,0.0,58.12037,0.0,8.61919
3719,gumaxhicmp_proof.lean,99.951829,172.21372,41.95994,0.0,106.97398,0.0,8.61395
4911,gicmphmulhand_proof.lean,107.319449,108.887,31.48504,0.0,56.87851,0.0,8.61167
718,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,163.93401,148.09482,68.61492,0.0,54.64347,0.0,8.59729
776,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,135.77895,147.403959,66.37294,0.0,56.495899,0.0,8.59317
2608,gandhxorhor_proof.lean,115.975219,127.51813,48.70004,0.0,64.87982,1.9141,8.59091
4956,gsubhofhnegatible_proof.lean,87.48305,87.37262,19.78104,0.0,57.4802,0.0,8.5856
3168,gicmphselecthimplieshcommonhop_proof.lean,115.289459,149.14276,68.24635,0.0,57.1368,0.0,8.58353
4069,gicmphequalityhxor_proof.lean,94.79278,115.34012,30.964,0.0,60.87821,1.16834,8.58132
4332,gbinophandhshifts_proof.lean,76.06649,90.861429,19.59381,0.0,55.791049,4.62094,8.58101
812,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,136.327139,147.2725,66.18487,0.0,56.18734,1.27125,8.57967
1291,gunsignedhaddhoverflowhcheckhviahadd_proof.lean,91.162359,98.62621,23.97825,0.0,55.93227,1.03977,8.57375
1016,gdivhi1_proof.lean,183.979599,165.060269,79.348199,0.0,57.70468,0.0,8.57285
2446,gicmphexthext_proof.lean,88.19712,99.2785,24.81734,1.47605,55.05619,0.0,8.57153
4383,gicmphequalityhtest_proof.lean,115.25203,148.282609,62.127739,0.0,56.845659,1.30221,8.56918
1559,gicmphshrhlthgt_proof.lean,97.620899,106.94938,33.07824,0.0,56.33119,0.0,8.56811
760,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,137.10252,147.317549,67.19373,0.0,55.30993,1.0798,8.55875
1062,gorhshiftedhmasks_proof.lean,148.444649,159.092909,93.00089,1.31799,54.627479,0.0,8.54704
45,gcanonicalizehlshrhshlhtohmasking_proof.lean,86.14561,102.35825,27.680311,0.0,54.79536,3.80106,8.54688
1010,gcanonicalizehlowhbithmaskhv2handhicmpheqhtohicmphule_proof.lean,122.289681,118.575439,42.50524,0.0,56.82376,0.0,8.545409
808,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,135.75781,146.281249,65.96019,0.0,56.31813,0.0,8.53374
4411,gcanonicalizehshlhlshrhtohmasking_proof.lean,91.691739,104.90606,35.6483,0.0,54.81094,0.0,8.52713
844,gselecthsafehimpliedcondhtransforms_proof.lean,107.12191,110.04164,35.42716,0.0,57.84474,0.0,8.52384
3472,gdemorgan_proof.lean,103.37173,111.832919,31.737899,0.0,58.624,0.0,8.52021
126,ggethlowbitmaskhuptohandhincludinghbit_proof.lean,100.772849,131.49305,57.41908,0.0,56.68455,4.10025,8.50322
3389,gicmphandhlowbithmask_proof.lean,110.26957,320.383769,45.43793,0.0,256.050209,1.26515,8.4897
6660,gnegatedhbitmask_proof.lean,141.3847,200.82837,79.87916,0.0,105.86881,0.0,8.489071
6406,gicmphcustomhdl_proof.lean,128.947329,118.80449,40.79954,1.69853,56.00319,0.0,8.48704
3193,guminhicmp_proof.lean,99.454029,109.3227,31.81148,0.0,54.92119,0.0,8.48441
2432,gicmphexthext_proof.lean,117.17513,110.037889,38.067259,0.0,54.78173,0.0,8.47721
375,gsubhlshrhorhtohicmphselect_proof.lean,101.266731,111.483599,39.318939,0.0,55.416449,1.04898,8.47374
6339,gcanonicalizehlowhbithmaskhv2handhicmphnehtohicmphugt_proof.lean,99.15576,109.21311,34.43222,0.0,55.33754,1.55217,8.47103
5412,gaddhmaskhneg_proof.lean,81.29952,95.44617,24.08787,0.0,56.44702,3.92433,8.46854
5863,gbithchecks_proof.lean,110.122779,120.11872,40.43542,0.0,58.17648,1.04639,8.46483
4044,gand_proof.lean,116.01065,108.331859,36.45034,0.0,54.881719,0.0,8.45842
2689,gshifthamounthreassociationhinhbittest_proof.lean,141.04795,139.48743,57.68691,0.0,59.54854,0.0,8.45489
3256,gbinophofhdisplacedhshifts_proof.lean,88.669269,109.85045,34.14894,0.0,61.74203,2.84222,8.44461
2281,gsubhorhandhxor_proof.lean,93.391049,98.73509,26.51904,0.0,55.74611,4.42656,8.44338
677,gsaturatinghaddhsub_proof.lean,96.76057,106.85112,33.26456,0.0,55.97074,0.0,8.44332
2750,gsinkhnothintohlogicalhor_proof.lean,121.3027,138.30363,51.79331,0.0,57.752,0.0,8.43798
6136,gselecthobohpeohops_proof.lean,118.350519,130.16458,53.36726,2.11054,59.86235,0.0,8.43661
4400,gunsignedhsubhoverflowhcheck_proof.lean,99.2983,125.151079,50.274349,0.0,55.19404,1.63433,8.4335
206,gdivhshift_proof.lean,129.92215,143.17945,69.57354,1.12073,60.01818,0.0,8.4266
814,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,136.824979,146.728209,66.49782,0.0,56.274849,0.0,8.42128
769,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,131.567969,141.288359,61.55145,0.0,56.103449,0.0,8.41219
6396,gapinthsub_proof.lean,76.12375,91.121239,18.92016,3.61152,56.544209,1.59727,8.40743
6440,gsignedhtruncationhcheck_proof.lean,99.92048,109.02035,35.76951,0.0,55.5336,0.0,8.38361
6716,gmergehicmp_proof.lean,100.02313,104.90949,29.64984,0.0,56.15566,0.0,8.38326
775,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,135.79651,145.674559,65.737049,0.0,56.16023,0.0,8.37976
3520,gsminhicmp_proof.lean,113.65015,140.245779,51.020879,0.0,62.73349,0.0,8.36046
1111,gicmphmul_proof.lean,95.12463,107.502119,33.478239,1.16963,54.75724,1.27859,8.35796
151,gset_proof.lean,98.20164,107.777239,31.43303,0.0,54.50801,2.09953,8.35719
2425,gicmphexthext_proof.lean,109.292219,128.674169,46.867229,0.0,59.113879,0.0,8.3535
674,gsaturatinghaddhsub_proof.lean,102.19118,104.475359,31.72249,0.0,56.16668,0.0,8.34819
5178,gandhcompare_proof.lean,109.16042,106.209479,28.81416,0.0,56.270349,2.05475,8.33787
3092,geqhofhparts_proof.lean,119.18608,127.958269,50.281539,0.0,55.24732,0.0,8.33682
109,gicmphulthofhnothofhshlhalloneshbyhbitshandhvalhtohicmphnehofhlshrhvalhbyhbitshandh0_proof.lean,114.00293,137.508429,66.881249,0.0,56.4866,1.73574,8.33628
5646,gcasthset_proof.lean,87.55539,102.43546,27.43113,0.0,57.5947,0.0,8.33561
3529,gsminhicmp_proof.lean,103.07657,116.182239,41.02454,0.0,55.11012,2.37532,8.334149
641,gandhorhicmps_proof.lean,110.134469,111.2163,33.76209,0.0,55.11904,1.30719,8.33136
1151,gicmphmul_proof.lean,105.5576,120.43611,41.82003,0.0,58.50525,1.13313,8.33121
4489,gicmphlogical_proof.lean,117.581799,123.30756,44.58777,0.0,57.28097,0.0,8.32683
4179,gtruncatinghsaturate_proof.lean,131.09544,141.599449,62.18793,0.0,55.57659,0.0,8.32204
1045,ghighhbithsignmaskhwithhtrunc_proof.lean,108.07922,130.01056,57.57906,3.61586,56.31655,1.44325,8.31372
1346,gaddsubhconstanthfolding_proof.lean,119.957679,132.34396,63.89887,0.0,55.26511,2.95151,8.30985
4252,gconditionalhnegation_proof.lean,96.146699,93.99749,25.57944,0.0,57.14803,0.0,8.30719
6685,gicmphpower2handhicmphshiftedhmask_proof.lean,90.97666,100.61311,24.46899,0.0,56.04719,1.10952,8.30709
2119,gorhxorhxor_proof.lean,80.345119,95.3163,21.82041,0.0,56.87073,4.92132,8.29239
5222,gpullhconditionalhbinophthroughhshift_proof.lean,87.70405,98.540089,28.59285,0.0,59.440879,0.0,8.28028
2779,gshifthsra_proof.lean,96.51751,116.207919,42.98309,3.656919,57.14121,0.0,8.27776
762,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,136.515679,146.04669,66.55074,0.0,55.6663,0.0,8.27066
4170,gtruncatinghsaturate_proof.lean,111.116649,118.19067,43.91946,0.0,54.23717,0.0,8.26297
5337,gashrhlshr_proof.lean,92.12362,105.06878,26.1639,0.0,60.97515,1.85821,8.24802
1013,g2006h10h19hSignedToUnsignedCastAndConsth2_proof.lean,92.270679,109.437739,29.17991,0.0,60.55778,0.0,8.23469
6678,gicmphpower2handhicmphshiftedhmask_proof.lean,91.23624,115.009939,40.63555,0.0,55.143159,0.0,8.21779
5653,gbithchecks_proof.lean,119.799589,145.53502,61.11387,0.0,57.55741,0.0,8.21635
5828,gbithchecks_proof.lean,109.1988,120.964009,39.94069,0.0,60.00571,0.0,8.212961
3452,gdemorgan_proof.lean,70.34727,84.132249,14.82772,0.0,55.747759,1.34213,8.20921
716,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,151.744929,145.499611,62.82939,0.0,56.788391,0.0,8.20656
3183,guminhicmp_proof.lean,110.040939,118.75864,39.87729,0.0,56.56914,0.0,8.20485
2302,gsubhashrhandhtohicmphselect_proof.lean,112.425869,128.01093,56.75572,1.08485,54.81279,0.0,8.20406
6267,gshlhunsignedhcmphconst_proof.lean,89.116139,98.09869,25.20457,0.0,55.72996,0.0,8.20347
1119,gicmphmul_proof.lean,90.06822,304.474019,32.0122,1.01815,255.233649,1.46287,8.19066
6345,gcanonicalizehlowhbithmaskhv2handhicmphnehtohicmphugt_proof.lean,107.33012,117.333019,43.96361,0.0,55.464399,0.0,8.18849
2309,gsexthand_proof.lean,90.99094,105.774349,28.02906,0.0,56.653169,0.0,8.16355
721,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,116.71814,140.80363,64.268,0.0,54.77668,1.21851,8.15595
260,gselecthsafehtransforms_proof.lean,105.22482,137.469549,59.89876,0.0,56.34506,0.0,8.14006
4422,gselecthofhbittest_proof.lean,132.20059,114.152979,38.86981,0.0,56.509069,1.05297,8.13849
1084,gandhorhimpliedhcondhnot_proof.lean,120.576029,130.91467,55.39063,0.0,56.71442,0.0,8.13796
3082,geqhofhparts_proof.lean,148.29834,127.239299,51.124649,0.0,55.397199,0.0,8.13608
2337,gselecthbinophcmp_proof.lean,91.1198,100.40213,25.713679,0.0,59.976551,0.0,8.134
5834,gbithchecks_proof.lean,132.490339,342.460179,59.47816,0.0,260.057969,0.0,8.1307
803,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,131.841899,140.502049,60.98032,0.0,56.300029,0.0,8.13058
5667,gbithchecks_proof.lean,103.234029,264.179199,38.06088,0.0,205.897919,0.0,8.1271
7,gzexthboolhaddhsub_proof.lean,107.636819,117.63867,39.54161,0.0,58.215,3.25396,8.12441
2423,gicmphexthext_proof.lean,118.26975,125.459279,46.78823,0.0,57.172089,0.0,8.12113
4398,gunsignedhsubhoverflowhcheck_proof.lean,90.43886,106.41506,31.08268,0.0,56.13184,1.57474,8.11668
6750,gfreehinversion_proof.lean,77.4269,91.23988,18.42863,0.0,58.45416,4.30687,8.11161
6218,gselecthbitexthbitwisehops_proof.lean,123.43075,130.744449,60.30861,0.0,56.234989,0.0,8.11095
3188,guminhicmp_proof.lean,103.49072,125.77995,41.97697,0.0,56.639909,1.13664,8.11084
3039,gicmphshlhnuw_proof.lean,96.480079,121.282189,40.990109,0.0,55.80046,1.49325,8.11068
1265,gicmphshlhnsw_proof.lean,121.11471,113.463199,40.07079,0.0,56.751679,0.0,8.11023
3331,gicmphandhlowbithmask_proof.lean,108.56793,121.7902,42.95762,0.0,56.72739,1.36505,8.10619
732,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,116.67627,125.947869,49.45628,0.0,55.335589,1.04731,8.09026
4690,gand2_proof.lean,153.13678,159.591429,74.619059,0.0,57.27681,0.0,8.09011
3413,gcanonicalizehconstanthlowhbithmaskhandhicmphulehtohicmphule_proof.lean,91.194929,90.02709,19.33666,0.0,55.35781,0.0,8.08097
6198,glshrhandhsignbithicmpeqhzero_proof.lean,92.306739,103.18876,28.42729,1.84716,55.83805,0.0,8.07715
3588,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,118.13968,120.979249,44.74139,0.0,55.08838,1.17037,8.07706
672,gsaturatinghaddhsub_proof.lean,124.919299,134.100869,54.54602,0.0,56.285,3.131449,8.07498
1487,g2012h02h28hICmp_proof.lean,146.483639,155.297359,72.424509,0.0,57.8421,0.0,8.07306
5517,gadd2_proof.lean,87.79254,88.480309,21.30449,0.0,57.140519,0.0,8.069549
4065,gand_proof.lean,96.932359,207.745769,31.64385,0.0,155.604329,1.20462,8.06934
909,gapinthxor2_proof.lean,91.33229,106.729749,35.652559,2.7791,55.78416,1.47772,8.0633
1124,gicmphmul_proof.lean,82.909359,95.08259,21.03291,0.0,57.07022,0.0,8.06185
4309,gbinophandhshifts_proof.lean,90.387909,110.68702,25.40178,0.0,56.11964,19.22599,8.06061
3957,gicmphofhtrunchext_proof.lean,100.45779,119.130779,39.73735,0.0,56.889089,0.0,8.05684
659,gashrhdemand_proof.lean,98.39171,111.368999,40.55711,1.85447,56.753809,1.36344,8.04974
4141,gpullhbinophthroughhshift_proof.lean,73.30209,88.564089,22.17078,0.0,56.492999,0.0,8.02655
5511,grangehcheck_proof.lean,113.49441,272.115468,47.052299,0.0,205.684849,0.0,8.02535
634,gicmphshlh1hoverflow_proof.lean,108.66014,123.875339,48.170949,0.0,56.28472,0.0,8.02422
743,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,116.32394,125.528449,49.136269,0.0,55.42498,1.08134,8.02191
3749,gmaskedhmergehxor_proof.lean,86.112719,117.78196,47.99591,0.0,58.72943,0.0,8.01861
3729,gumaxhicmp_proof.lean,96.844719,108.61123,32.37348,0.0,54.6289,1.6395,8.01335
6245,gselecthbitexthbitwisehops_proof.lean,103.78602,115.116049,42.61847,2.08716,55.95254,0.0,8.00826
2174,gsignedhcomparison_proof.lean,95.0932,100.136869,28.255259,0.0,55.05464,0.0,8.00308
2714,gtrunchshifthtrunc_proof.lean,86.92257,97.54942,25.24801,1.49246,57.62473,2.40636,8.0007
123,ggethlowbitmaskhuptohandhincludinghbit_proof.lean,92.00076,112.40318,37.207909,0.0,56.635531,1.97415,7.99665
5840,gbithchecks_proof.lean,110.67353,119.731899,39.93972,0.0,58.708269,0.0,7.99414
6143,gselecthobohpeohops_proof.lean,106.89817,118.537959,42.53655,2.02181,59.637509,0.0,7.99339
2283,gshlhandhsignbithicmpeqhzero_proof.lean,110.93259,126.299069,51.466709,1.26616,55.92776,0.0,7.98816
3354,gicmphandhlowbithmask_proof.lean,105.32962,116.077689,41.76067,0.0,55.59565,1.54355,7.98733
3827,gicmphshr_proof.lean,100.017089,106.66127,34.60499,0.0,55.17123,0.0,7.9873
6250,gselecthbitexthbitwisehops_proof.lean,96.530269,257.698449,33.86455,2.49688,206.871789,0.0,7.97814
3834,gicmphshr_proof.lean,100.368469,111.71889,36.78697,0.0,55.18534,3.10141,7.976
3288,g2004h11h27hSetCCForCastLargerAndConstant_proof.lean,100.45733,105.62679,31.25504,0.0,55.40519,0.0,7.96762
618,gsmaxhicmp_proof.lean,109.31726,319.677888,43.307699,0.0,254.887839,1.20035,7.96247
3427,gfoldhsignbithtesthpower2_proof.lean,116.070709,132.96783,53.289049,1.12433,56.04242,0.0,7.96205
5508,grangehcheck_proof.lean,107.8519,115.98919,40.4084,0.0,55.85388,0.0,7.960211
6263,gshlhunsignedhcmphconst_proof.lean,98.587099,100.29425,24.43118,0.0,58.688,1.55017,7.95437
836,gselecthsafehimpliedcondhtransforms_proof.lean,102.01929,119.688069,40.221509,0.0,56.58583,0.0,7.95184
2368,gselecthbinophcmp_proof.lean,83.10255,245.234709,21.054239,0.0,206.74849,3.792879,7.949531
3034,gsignhbithtesthviahrighthshiftinghallhotherhbits_proof.lean,104.628229,112.96593,36.346201,0.0,57.941079,1.00183,7.948
3592,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,136.160679,143.70929,65.93321,0.0,54.54752,0.0,7.94183
609,gsmaxhicmp_proof.lean,117.413739,115.49415,40.14647,0.0,54.45103,1.77199,7.94041
1224,gcanonicalizehashrhshlhtohmasking_proof.lean,96.42222,159.816899,40.44321,0.0,105.169529,2.59269,7.9246
620,glshrhandhnegChicmpeqhzero_proof.lean,107.96482,126.303009,47.39878,0.0,56.713809,0.0,7.92341
3229,gapinthandhxorhmerge_proof.lean,77.09762,87.89423,18.21714,0.0,56.19612,2.00643,7.92313
476,gshifthflags_proof.lean,81.507841,147.550279,23.49923,0.0,107.79614,4.52909,7.920919
6408,gsignedhtruncationhcheck_proof.lean,95.89196,103.60886,28.57909,0.0,54.83512,1.10831,7.91651
822,gicmphofhorhx_proof.lean,119.450199,119.00895,41.23258,0.0,56.94321,0.0,7.91438
773,gcanonicalizehclamphlikehpatternhbetweenhnegativehandhpositivehthresholds_proof.lean,117.028489,128.05988,50.89864,0.0,55.98533,1.14156,7.91308
4175,gtruncatinghsaturate_proof.lean,101.770029,109.63338,36.17175,0.0,55.56849,1.0946,7.90897
3192,guminhicmp_proof.lean,104.262409,111.88433,33.48509,0.0,56.157309,0.0,7.90744
3338,gicmphandhlowbithmask_proof.lean,100.715969,110.98858,37.75584,0.0,54.75143,1.35882,7.90477
462,gselecthicmphxor_proof.lean,89.84864,111.604159,37.44771,0.0,58.525789,0.0,7.88805
4177,gtruncatinghsaturate_proof.lean,113.066699,121.17571,45.28419,0.0,55.38817,1.19551,7.88564
1113,gicmphmul_proof.lean,94.9611,105.810779,32.73148,1.107209,54.823529,1.07927,7.88003
4385,gicmphequalityhtest_proof.lean,139.352569,123.38786,45.69777,0.0,55.66341,1.15128,7.87104
1064,gorhshiftedhmasks_proof.lean,185.235289,195.255429,128.78018,1.49599,54.714379,0.0,7.86948
3951,gicmphofhtrunchext_proof.lean,147.645349,150.33927,72.71266,0.0,58.5103,0.0,7.86279
3400,gcanonicalizehconstanthlowhbithmaskhandhicmphnehtohicmphugt_proof.lean,93.93143,110.298149,33.52697,0.0,56.172859,0.0,7.85879
3524,gsminhicmp_proof.lean,111.541569,121.63513,44.64066,0.0,55.12358,0.0,7.85794
3533,gsminhicmp_proof.lean,105.05661,115.504269,39.60681,0.0,54.710989,2.04233,7.85787
4047,gand_proof.lean,82.93332,98.38472,25.35183,0.0,55.0633,0.0,7.85631
460,gselecthicmphxor_proof.lean,107.9969,132.97556,58.51329,0.0,57.47818,0.0,7.854219
3200,guminhicmp_proof.lean,119.993149,111.36884,35.63448,0.0,54.82672,0.0,7.84921
933,gicmphandhshift_proof.lean,91.59078,103.002709,29.28506,1.65972,54.959899,1.06181,7.83482
3290,g2004h11h27hSetCCForCastLargerAndConstant_proof.lean,92.50125,111.60111,34.49359,0.0,57.49898,1.65229,7.8343
2282,gshlhandhsignbithicmpeqhzero_proof.lean,110.92944,120.25738,44.84234,0.0,56.17319,0.0,7.8334
3340,gicmphandhlowbithmask_proof.lean,97.615009,106.940149,33.63611,0.0,54.99724,1.39846,7.824829
4404,gcanonicalizehshlhlshrhtohmasking_proof.lean,88.812739,91.05523,22.65634,0.0,58.95382,0.0,7.82363
5038,gtrunchbinophext_proof.lean,125.186899,121.02379,52.86328,0.0,56.54545,1.15231,7.82014
4421,gselecthofhbittest_proof.lean,122.683849,128.25793,50.16746,0.0,55.643359,1.07416,7.81769
4453,gnothadd_proof.lean,100.642419,163.265179,36.27275,0.0,107.913939,5.36738,7.81644
2803,gsignhtesthandhor_proof.lean,113.24176,102.065209,24.68216,0.0,56.821159,1.31039,7.81563
3158,gicmphselecthimplieshcommonhop_proof.lean,154.74556,143.208429,64.249619,0.0,55.70459,0.0,7.81141
236,gpr17827_proof.lean,106.59439,110.456889,34.4902,0.0,56.12688,0.0,7.81013
4420,gselecthofhbittest_proof.lean,103.56094,122.940081,45.8333,0.0,57.403861,1.02183,7.79978
2403,gsubhfromhsub_proof.lean,162.388051,165.268769,97.199399,0.0,57.33873,0.0,7.79066
3431,gicmphtrunc_proof.lean,97.546609,110.66646,33.17607,0.0,56.48705,0.0,7.7882
5643,g2004h08h10hBoolSetCC_proof.lean,95.3662,85.78306,14.07851,0.0,58.3264,0.0,7.78751
4988,greusehconstanthfromhselecthinhicmp_proof.lean,114.58927,102.120269,26.06146,0.0,58.564279,0.0,7.78661
3402,gcanonicalizehconstanthlowhbithmaskhandhicmphnehtohicmphugt_proof.lean,97.59853,105.021419,30.64591,0.0,56.285139,0.0,7.78518
5064,gsdivhexacthbyhpowerhofhtwo_proof.lean,129.639419,139.67143,72.34291,0.0,55.2761,1.36577,7.78329
4176,gtruncatinghsaturate_proof.lean,121.44921,130.576319,54.03516,0.0,55.873259,0.0,7.78077
153,gset_proof.lean,100.354579,132.67974,55.70924,0.0,55.03445,0.0,7.77533
1435,gicmphselect_proof.lean,113.6822,143.909309,64.812099,0.0,56.35241,0.0,7.77299
4247,gselecthicmphandhzerohshl_proof.lean,106.74568,119.45875,48.59882,0.0,55.9323,0.0,7.77017
2177,g2008h06h21hCompareMiscomp_proof.lean,90.501999,115.55986,34.77927,0.0,58.07902,0.0,7.76057
5864,gbithchecks_proof.lean,110.52493,119.854289,40.90491,0.0,58.20118,0.0,7.75533
3157,gicmphselecthimplieshcommonhop_proof.lean,128.95963,142.719879,64.802059,0.0,55.82705,0.0,7.74986
5747,gbithchecks_proof.lean,103.390659,113.38307,36.97706,0.0,56.4854,0.0,7.74912
